,listing_id,negative_sentiment,neutral_sentiment,positive_sentiment,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
312,1472520,0.0103160173160173,0.701008658008658,0.2887056277056277,House,Private room,3,1.0,1.0,2.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$83.00,1,6,16,277,231,10.0,10.0,10.0,10.0,9.0,10.0,6.23
313,1489289,0.0051538461538461,0.6742564102564103,0.3205897435897435,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$175.00,0,0,0,248,39,9.0,9.0,10.0,10.0,9.0,9.0,1.61
314,1494726,0.011,0.7722222222222223,0.2166666666666666,House,Private room,1,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$75.00,20,50,80,355,9,9.0,10.0,10.0,10.0,10.0,10.0,0.37
315,1497879,0.020603125,0.725328125,0.25408125,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Heating,Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron}",$89.00,0,0,0,63,320,9.0,9.0,10.0,10.0,9.0,9.0,8.73
316,1498719,0.022,0.6975454545454546,0.2802727272727273,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",$250.00,10,31,61,336,11,9.0,10.0,10.0,10.0,10.0,9.0,0.31
317,1510876,0.0110869565217391,0.6999565217391305,0.2888695652173913,House,Private room,1,2.5,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,Heating}",$60.00,4,4,10,285,23,10.0,10.0,10.0,10.0,9.0,10.0,0.62
318,1525494,0.017075,0.7114874999999999,0.27145,House,Private room,2,2.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$66.00,2,9,38,313,80,9.0,9.0,10.0,10.0,9.0,9.0,2.21
319,1529321,0.0206330275229357,0.6778807339449541,0.3014678899082569,House,Private room,2,2.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$68.00,0,0,0,256,109,9.0,9.0,9.0,9.0,9.0,9.0,3.09
320,1529393,0.0361428571428571,0.6797142857142857,0.2842857142857143,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",$499.00,30,60,90,365,7,6.0,6.0,8.0,7.0,9.0,6.0,0.24
321,1541166,0.02325,0.699625,0.2771875,Apartment,Entire home/apt,2,1.0,0.0,1.0,Pull-out Sofa,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in""}",$143.00,3,3,3,251,16,10.0,10.0,10.0,10.0,10.0,10.0,0.45
322,1544702,0.007054054054054,0.6961891891891892,0.2967522522522522,House,Private room,3,2.0,1.0,2.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$77.00,1,7,21,269,222,10.0,10.0,10.0,10.0,9.0,10.0,6.09
323,1545185,0.007,0.692741935483871,0.3002258064516129,House,Entire home/apt,5,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$140.00,9,37,67,337,31,9.0,8.0,9.0,9.0,9.0,9.0,0.87
324,1550047,0.0182666666666666,0.7245333333333334,0.2572166666666666,Apartment,Entire home/apt,7,2.0,3.0,3.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Hair Dryer"",Iron}",$330.00,4,19,35,309,60,9.0,9.0,9.0,8.0,9.0,9.0,1.65
325,1551205,0.006775,0.707725,0.2855,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",$464.00,25,52,82,357,40,10.0,9.0,10.0,10.0,10.0,9.0,1.1
326,1551467,0.0174,0.7132,0.269,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$150.00,0,0,0,248,5,10.0,9.0,9.0,9.0,9.0,8.0,0.14
327,1584362,0.0111077586206896,0.6981853448275863,0.2907284482758621,House,Private room,3,2.0,1.0,2.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$63.00,0,0,12,258,232,10.0,10.0,10.0,10.0,9.0,10.0,6.48
328,1587540,0.0041923076923076,0.6924230769230769,0.3033846153846153,House,Entire home/apt,4,1.5,3.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$299.00,0,0,8,14,26,9.0,10.0,10.0,10.0,10.0,10.0,0.92
329,1589392,0.0,1.0,0.0,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",Essentials}",$130.00,0,0,0,180,1,10.0,10.0,10.0,10.0,10.0,10.0,0.27
330,1591827,0.019,0.6972051282051281,0.2751623931623931,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",$60.00,0,0,0,248,117,10.0,10.0,10.0,10.0,9.0,9.0,3.22
331,1596470,0.0024444444444444,0.7238888888888888,0.2735555555555555,House,Entire home/apt,6,2.0,2.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Gym,Breakfast,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$375.00,10,23,49,315,9,10.0,10.0,10.0,10.0,10.0,10.0,0.25
332,1602491,0.0178076923076923,0.7399230769230769,0.2422692307692308,House,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}",$70.00,5,35,65,340,26,9.0,8.0,10.0,9.0,6.0,8.0,0.74
333,1612842,0.0045,0.6561250000000001,0.339375,Apartment,Entire home/apt,4,1.0,3.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",Shampoo,""translation missing: en.hosting_amenity_50""}",$290.00,25,55,85,360,8,10.0,10.0,10.0,9.0,9.0,9.0,0.23
334,1615033,0.0218898305084745,0.7003728813559322,0.277728813559322,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",$135.00,1,13,40,315,236,9.0,8.0,10.0,10.0,10.0,9.0,6.45
335,1628130,0.0,0.633,0.367,House,Entire home/apt,10,3.5,4.0,7.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$750.00,0,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0,0.64
336,1631942,0.0131666666666666,0.7207222222222223,0.2662222222222222,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$125.00,0,2,6,224,18,10.0,10.0,10.0,10.0,10.0,9.0,0.62
337,1638584,0.0,0.755,0.245,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",Essentials}",$79.00,0,4,34,34,3,10.0,9.0,9.0,10.0,8.0,9.0,0.08
338,1644031,0.0154,0.6550857142857143,0.3295142857142857,House,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",Hangers,Iron}",$115.00,12,29,56,56,35,9.0,9.0,10.0,10.0,9.0,9.0,5.38
339,1648950,0.020037037037037,0.6521975308641975,0.3277654320987654,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$157.00,1,7,30,30,81,9.0,9.0,9.0,9.0,10.0,9.0,2.25
340,1658983,0.0063478260869565,0.7039565217391304,0.2896521739130435,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$155.00,0,8,18,235,46,10.0,10.0,10.0,10.0,10.0,10.0,1.28
341,1668313,0.0099999999999999,0.7211176470588235,0.2688823529411764,House,Private room,1,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$57.00,6,36,66,341,17,9.0,10.0,10.0,10.0,9.0,9.0,0.48
342,1692573,0.0126304347826086,0.7213804347826087,0.2551195652173913,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Essentials,Shampoo}",$135.00,7,19,48,303,92,10.0,10.0,10.0,10.0,10.0,10.0,2.63
343,1695275,0.0313253968253968,0.7369761904761905,0.2316547619047619,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",$99.00,0,0,7,226,252,8.0,7.0,8.0,9.0,9.0,8.0,7.05
344,1701741,0.009375,0.733875,0.256625,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer}",$295.00,30,60,90,365,8,9.0,8.0,10.0,10.0,10.0,8.0,0.23
345,1704090,0.0257910447761194,0.7338358208955225,0.2403582089552238,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,Essentials}",$125.00,0,15,45,320,67,9.0,10.0,10.0,10.0,9.0,9.0,1.87
346,1717816,0.026,0.799,0.175,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Indoor Fireplace"",Washer,Dryer}",$99.00,5,35,65,340,2,10.0,10.0,7.0,9.0,10.0,10.0,0.13
347,1721016,0.0056666666666666,0.7533333333333333,0.241,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials}",$89.00,19,43,73,348,3,10.0,10.0,10.0,10.0,10.0,10.0,0.12
348,1724900,0.0154615384615384,0.709076923076923,0.2755384615384615,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$145.00,4,8,38,306,26,10.0,10.0,10.0,10.0,9.0,9.0,0.74
349,1731639,0.0023333333333333,0.6496666666666666,0.348,House,Entire home/apt,5,2.5,2.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo,""Hair Dryer"",Iron}",$500.00,3,33,63,338,9,9.0,10.0,9.0,10.0,10.0,9.0,0.74
350,1732804,0.0149830508474576,0.708457627118644,0.2766440677966101,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Heating,Washer,Dryer}",$80.00,18,42,72,347,59,10.0,9.0,10.0,10.0,9.0,9.0,1.66
351,1745339,0.007,0.6465925925925925,0.3464074074074074,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Breakfast,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Essentials,Shampoo}",$195.00,0,0,0,36,27,9.0,10.0,9.0,10.0,10.0,9.0,0.76
352,1755376,0.0,0.5445,0.4555,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",$249.00,29,59,89,364,2,9.0,9.0,8.0,9.0,10.0,9.0,0.06
353,1757417,0.0091052631578947,0.6423157894736843,0.348578947368421,House,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",$60.00,5,19,43,44,19,10.0,10.0,10.0,10.0,10.0,10.0,1.82
354,1758953,0.009725,0.6531875,0.3370875,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$200.00,1,11,33,306,80,9.0,10.0,10.0,10.0,10.0,9.0,2.73
355,1775935,0.0236666666666666,0.412,0.5646666666666667,Apartment,Entire home/apt,4,1.5,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials}",$299.00,29,59,85,360,3,9.0,9.0,8.0,10.0,10.0,9.0,0.13
356,1776190,0.0,0.575,0.425,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",$349.00,29,59,89,364,1,8.0,8.0,8.0,8.0,10.0,8.0,0.03
357,1803138,0.0132258064516129,0.7082096774193548,0.2785483870967742,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop Friendly Workspace""}",$85.00,4,24,54,329,62,10.0,9.0,10.0,10.0,9.0,9.0,2.02
358,1810172,0.00165,0.7384000000000001,0.25995,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",$67.00,0,5,35,310,20,10.0,9.0,10.0,10.0,9.0,10.0,0.58
359,1810397,0.008,0.710076923076923,0.2820384615384615,Apartment,Entire home/apt,8,2.5,3.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",$800.00,3,29,59,334,26,10.0,10.0,10.0,10.0,10.0,9.0,0.97
360,1811776,0.0181098265895953,0.6691156069364163,0.312757225433526,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$189.00,16,34,64,82,173,10.0,9.0,10.0,10.0,10.0,9.0,4.96
361,1815326,0.0106,0.6995840000000001,0.289808,House,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo,""Hair Dryer"",Iron}",$99.00,10,30,60,335,125,9.0,10.0,10.0,10.0,9.0,9.0,4.58
362,1819994,0.0,0.455,0.545,Condominium,Entire home/apt,1,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",$310.00,18,48,78,328,1,8.0,2.0,4.0,8.0,10.0,4.0,0.09
363,1821633,0.0130325203252032,0.6840813008130081,0.3028861788617886,Bed & Breakfast,Private room,2,2.5,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Heating}",$100.00,6,22,52,327,123,10.0,10.0,10.0,10.0,10.0,10.0,3.53
364,1827762,0.0072068965517241,0.7290689655172414,0.2637241379310345,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",$195.00,14,14,14,14,29,9.0,9.0,9.0,10.0,10.0,9.0,0.85
365,1835533,0.034,0.7667105263157895,0.1993421052631579,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Essentials,Shampoo}",$139.00,0,0,0,0,38,8.0,6.0,8.0,8.0,10.0,8.0,1.09
366,1839549,0.0130338983050847,0.6745593220338983,0.3124067796610169,House,Private room,2,2.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",$69.00,0,0,0,144,59,9.0,9.0,9.0,10.0,9.0,9.0,1.69
